Key,English,French
PROPMOVER_TXT_001210,Great Asterius,Knum Mutant
PROPMOVER_TXT_001212,Great Dantalian,Dantalian Mutant
PROPMOVER_TXT_001214,Great Gannessa,Ganessa Mutant
PROPMOVER_TXT_001216,Great Asuras,Asuras Mutant
PROPMOVER_TXT_001180,Small Nyx,Jeune Nymphe
PROPMOVER_TXT_001182,Nyx,Nymphe
PROPMOVER_TXT_001184,Captain Nyx,Capitaine Nymphe
PROPMOVER_TXT_001186,Asmodan,Asmodan
PROPMOVER_TXT_001100,Small Harpy,Jeune Hoppy
PROPMOVER_TXT_001102,Harpy,Hoppy
PROPMOVER_TXT_001104,Captain Harpy,Capitaine Hoppy
PROPMOVER_TXT_001106,Giant Harpy,Géant Hoppy
PROPMOVER_TXT_001108,Small Gullah,Jeune Polleburk
PROPMOVER_TXT_001110,Gullah,Polleburk
PROPMOVER_TXT_001112,Captain Gullah,Capitaine Polleburk
PROPMOVER_TXT_001114,Giant Gullah,Géant Polleburk
PROPMOVER_TXT_001116,Small Abraxas,Jeune Abraxas
PROPMOVER_TXT_001118,Abraxas,Abraxas
PROPMOVER_TXT_001120,Captain Abraxas,Capitaine Abraxas
PROPMOVER_TXT_001122,Giant Abraxas,Géant Abraxas
PROPMOVER_TXT_001124,Small Hague,Jeune Hague
PROPMOVER_TXT_001126,Hague,Hague
PROPMOVER_TXT_001128,Captain Hague,Capitaine Hague
PROPMOVER_TXT_001130,Giant Hague,Géant Hague
PROPMOVER_TXT_001132,Small Tengu,Jeune Tengu
PROPMOVER_TXT_001134,Tengu,Tengu
PROPMOVER_TXT_001136,Captain Tengu,Capitaine Tengu
PROPMOVER_TXT_001138,Giant Tengu,Géant Tengu
PROPMOVER_TXT_001140,Small Asterius,Jeune Knum
PROPMOVER_TXT_001142,Asterius,Knum
PROPMOVER_TXT_001144,Captain Asterius,Capitaine Knum
PROPMOVER_TXT_001146,Giant Asterius,Géant Knum
PROPMOVER_TXT_001148,Small Dantalian,Jeune Dantalian
PROPMOVER_TXT_001150,Dantalian,Dantalian
PROPMOVER_TXT_001152,Captain Dantalian,Capitaine Dantalian
PROPMOVER_TXT_001154,Giant Dantalian,Géant Dantalian
PROPMOVER_TXT_001156,Small Gannessa,Jeune Ganessa
PROPMOVER_TXT_001158,Gannessa,Ganessa
PROPMOVER_TXT_001160,Captain Gannessa,Capitaine Ganessa
PROPMOVER_TXT_001162,Giant Gannessa,Géant Ganessa
PROPMOVER_TXT_001164,Small Asuras,Jeune Asuras
PROPMOVER_TXT_001166,Asuras,Asuras
PROPMOVER_TXT_001168,Captain Asuras,Capitaine Asuras
PROPMOVER_TXT_001170,Giant Asuras,Géant Asuras
PROPMOVER_TXT_001172,Small Catsy,Jeune Catsy
PROPMOVER_TXT_001174,Catsy,Catsy
PROPMOVER_TXT_001176,Giant Catsy,Géant Catsy
PROPMOVER_TXT_001178,Captain Catsy,Capitaine Catsy
PROPMOVER_TXT_001218,Knight 2,Chevalier 2
PROPMOVER_TXT_001220,Knight 1,Chevalier 1
PROPMOVER_TXT_001221,Queen Long Legs,Reine Faucheuse
PROPMOVER_TXT_001222,Nightmist Empress,Chancelier
PROPMOVER_TXT_001223,Bolt Otem,Vis Otem
PROPMOVER_TXT_001224,Overgrown Broodmother,Mère Nourricière Démésurée
PROPMOVER_TXT_001225,Spiderling,Petite Araignée
PROPMOVER_TXT_001226,Enraged Gorilla,Gorille Enragé
PROPMOVER_TXT_001227,Sentient Tree Guardian,Gardien de l'Arbre Sentient
PROPMOVER_TXT_001228,Regal Kumai,Kumai Royal
PROPMOVER_TXT_001229,Enchanted Rider,Cavalier Enchanté
PROPMOVER_TXT_001230,Enchanted Shaman,Chamane Enchantée
PROPMOVER_TXT_001231,Enchanted AI,Automate Enchanté
PROPMOVER_TXT_001232,Pyramid Keeper,Protecteur de la Pyramide
PROPMOVER_TXT_001233,Pyramid Guardian,Gardien de la Pyramide
PROPMOVER_TXT_001234,Defense Otem,Otem Défensif
PROPMOVER_TXT_001235,Skeleton General,Général Squelette
PROPMOVER_TXT_230001,Enraged Yetti,Yéti Enragé
PROPMOVER_TXT_230002,Frozen Hare Guard,Garde Lièvre-Gelé
PROPMOVER_TXT_230003,Saphyryan Hound,Molosse Saphyrien
PROPMOVER_TXT_230004,Deep Cave Gorilla,Gorille des Cavernes
PROPMOVER_TXT_230005,Caveman Chief,Chef des Cavernes
PROPMOVER_TXT_230006,Cavern Larva,Larve des Cavernes
PROPMOVER_TXT_230007,Radioactive Long Legs,Faucheuse Radioactive
PROPMOVER_TXT_230008,Cavern Nightmist,Brumaire des Cavernes
PROPMOVER_TXT_230009,Frozen Hare Assassin,Assassin Lièvre-Gelé
PROPMOVER_TXT_230010,Giant Turtle,Tortue Géante
PROPMOVER_TXT_230011,Kraken Spawn,Rejeton du Kraken
PROPMOVER_TXT_010000,Orange Sleeping Fox,Renard Endormi Orange
PROPMOVER_TXT_010001,Black Sleeping Fox,Renard Endormi Noir
PROPMOVER_TXT_010002,Blue Sleeping Fox,Renard Endormi Bleu
PROPMOVER_TXT_010003,Green Sleeping Fox,Renard Endormi Vert
PROPMOVER_TXT_010004,Pink Sleeping Fox,Renard Endormi Rose
PROPMOVER_TXT_010005,Purple Sleeping Fox,Renard Endormi Violet
PROPMOVER_TXT_010006,White Sleeping Fox,Renard Endormi Blanc
PROPMOVER_TXT_110000,Pink Valentine's Bear,Ours St-Valentin Rose
PROPMOVER_TXT_110001,White Valentine's Bear,Ours St-Valentin Blanc
PROPMOVER_TXT_110002,Dark Valentine's Bear,Ours St-Valentin Sombre
PROPMOVER_TXT_110003,Orange Valentine's Bear,Ours St-Valentin Orange
PROPMOVER_TXT_110004,Green Valentine's Bear,Ours St-Valentin Vert
PROPMOVER_TXT_110005,Purple Valentine's Bear,Ours St-Valentin Violet
PROPMOVER_TXT_110006,Pink Little Cacti,Petit Cactus Rose
PROPMOVER_TXT_110007,Green Little Cacti,Petit Cactus Vert
PROPMOVER_TXT_110008,Purple Little Cacti,Petit Cactus Violet
PROPMOVER_TXT_110009,Orange Little Cacti,Petit Cactus Orange
PROPMOVER_TXT_110010,Red Little Cacti,Petit Cactus Red
PROPMOVER_TXT_110011,Cyan Little Cacti,Petit Cactus Cyan
PROPMOVER_TXT_110012,Phantom General,Général Fantôme
PROPMOVER_TXT_110013,Golden Aibatt,Aibatt Doré
PROPMOVER_TXT_110014,Pink Modern Sports Bear,Ours de Sport Moderne Rose
PROPMOVER_TXT_110015,Blue Modern Sports Bear,Ours de Sport Moderne Bleu
PROPMOVER_TXT_110016,Green Modern Sports Bear,Ours de Sport Moderne Vert
PROPMOVER_TXT_110017,Purple Modern Sports Bear,Ours de Sport Moderne Violet
PROPMOVER_TXT_110018,Dark Modern Sports Bear,Ours de Sport Moderne Sombre
PROPMOVER_TXT_110019,Light Modern Sports Bear,Ours de Sport Moderne Clair
PROPMOVER_TXT_110020,Pink Easter Bunny,Lapin de Pâques Rose
PROPMOVER_TXT_110021,Pink Future Robot,Robot du Future Rose
PROPMOVER_TXT_110022,Purple Future Robot,Robot du Future Violet
PROPMOVER_TXT_110023,Cyan Future Robot,Robot du Future Cyan
PROPMOVER_TXT_110024,Dark Future Robot,Robot du Future Sombre
PROPMOVER_TXT_110025,Green Future Robot,Robot du Future Vert
PROPMOVER_TXT_110026,Blue Future Robot,Robot du Future Bleu
PROPMOVER_TXT_110027,Flying Egg,Oeuf Volant
PROPMOVER_TXT_110028,Eggcellent,Oeuffissime
PROPMOVER_TXT_110029,Blue Flying Bunny,Lapin Volant Bleu
PROPMOVER_TXT_110030,Green Flying Bunny,Lapin Volant Vert
PROPMOVER_TXT_110031,Pink Flying Bunny,Lapin Volant Rose
PROPMOVER_TXT_110032,Purple Flying Bunny,Lapin Volant Violet
PROPMOVER_TXT_110033,Brown Flying Bunny,Lapin Volant Marron
PROPMOVER_TXT_110034,Black Flying Bunny,Lapin Volant Noir
PROPMOVER_TXT_110035,White Flying Bunny,Lapin Volant Blanc
PROPMOVER_TXT_110036,Hantiger,Hantiger
PROPMOVER_TXT_110037,Galaxy Scout,Scout de la Galaxie
PROPMOVER_TXT_110038,Blue Hat Bunny,Lapin en Chapeau Bleu
PROPMOVER_TXT_110039,Dark Hat Bunny,Lapin en Chapeau Sombre
PROPMOVER_TXT_110040,Green Hat Bunny,Lapin en Chapeau Vert
PROPMOVER_TXT_110041,Orange Hat Bunny,Lapin en Chapeau Orange
PROPMOVER_TXT_110042,Pink Hat Bunny,Lapin en Chapeau Rose
PROPMOVER_TXT_110043,Purple Hat Bunny,Lapin en Chapeau Violet
PROPMOVER_TXT_110044,Black Hat Bunny,Lapin en Chapeau Noir
PROPMOVER_TXT_110045,White Hat Bunny,Lapin en Chapeau Blanc
PROPMOVER_TXT_110047,Gold Skeleton,Squelette en Or
PROPMOVER_TXT_110048,Birthday Baker,Boulanger d'Anniversaire
PROPMOVER_TXT_110049,White Stripe Purple Bear,Ourson à Bandes Blanches Blanc
PROPMOVER_TXT_110050,White Stripe Blue Bear,Ourson à Bandes Blanches Bleu
PROPMOVER_TXT_110051,White Stripe Green Bear,Ourson à Bandes Blanches Vert
PROPMOVER_TXT_110052,White Stripe Orange Bear,Ourson à Bandes Blanches Orange
PROPMOVER_TXT_110053,White Stripe Pink Bear,Ourson à Bandes Blanches Rose
PROPMOVER_TXT_110054,White Stripe Black Bear,Ourson à Bandes Blanches Noir
PROPMOVER_TXT_110055,White Stripe White Bear,Ourson à Bandes Blanches Blanc
PROPMOVER_TXT_110056,Lord Manager,Chancelier
PROPMOVER_TXT_110057,Black Japanese Piggy,Porcinet Japonais Noir
PROPMOVER_TXT_110058,Purple Japanese Piggy,Porcinet Japonais Violet
PROPMOVER_TXT_110059,Blue Japanese Piggy,Porcinet Japonais Bleu
PROPMOVER_TXT_110060,Light Red Japanese Piggy,Porcinet Japonais Rouge
PROPMOVER_TXT_110061,Orange Japanese Piggy,Porcinet Japonais Orange
PROPMOVER_TXT_110062,White Japanese Piggy,Porcinet Japonais Blanc
PROPMOVER_TXT_110063,Light Japanese Piggy,Porcinet Japonais Clair
PROPMOVER_TXT_110064,Baby Carrierbomb,Bébé Caboom
PROPMOVER_TXT_110065,Baby Fefern,Bébé Fefern
PROPMOVER_TXT_110066,Baby Wheelem,Bébé Wheelem
PROPMOVER_TXT_110067,Gacha Machine,Gachapon
PROPMOVER_TXT_110068,Skating Cat,Chat Patineur
PROPMOVER_TXT_110069,Bach,Bach
PROPMOVER_TXT_110070,Neo Purple Robot,Robot Neo Violet
PROPMOVER_TXT_110071,Neo Green Robot,Robot Neo Vert
PROPMOVER_TXT_110072,Neo Orange Robot,Robot Neo Orange
PROPMOVER_TXT_110073,Neo Yellow Robot,Robot Neo Jaune
PROPMOVER_TXT_110074,Neo Black Robot,Robot Neo Noir
PROPMOVER_TXT_110075,Neo White Robot,Robot Neo Blanc
PROPMOVER_TXT_110076,Pink Flying Froggy,Grenouille Volante Rose
PROPMOVER_TXT_110077,Green Flying Froggy,Grenouille Volante Verte
PROPMOVER_TXT_110078,Purple Flying Froggy,Grenouille Volante Violette
PROPMOVER_TXT_110079,Red Flying Froggy,Grenouille Volante Rouge
PROPMOVER_TXT_110080,Black Flying Froggy,Grenouille Volante Noire
PROPMOVER_TXT_110081,Blue Flying Froggy,Grenouille Volante Bleue
PROPMOVER_TXT_002016,Rex Potato,Xyleniiks la Patate enragée
PROPMOVER_TXT_002017,Prince Potato,Prince Patate
PROPMOVER_TXT_002159,Private Leo,Soldat Leo
PROPMOVER_TXT_002160,Noah,Noah
PROPMOVER_TXT_110082,Draco,Draco
PROPMOVER_TXT_110083,Pink Axolotl,Axolotl Rose
PROPMOVER_TXT_110084,Yellow Axolotl,Axolotl Jaune
PROPMOVER_TXT_110085,Purple Axolotl,Axolotl Viole
PROPMOVER_TXT_110086,Blue Axolotl,Axolotl Bleu
PROPMOVER_TXT_110087,Red Axolotl,Axolotl Rouge
PROPMOVER_TXT_110088,Black Axolotl,Axolotl Noir
PROPMOVER_TXT_110089,Traveling Merchant,Vendeur Ambulant
PROPMOVER_TXT_110046,Red Spirit Dragon,Dragon Esprit Rouge
PROPMOVER_TXT_110090,Green Spirit Dragon,Dragon Esprit Vert
PROPMOVER_TXT_110091,Yellow Spirit Dragon,Dragon Esprit Jaune
PROPMOVER_TXT_400000,Andrew,Andrew
PROPMOVER_TXT_110092,Molu,Molu
PROPMOVER_TXT_110093,Blue Flying Sheep,Mouton Volant Bleu
PROPMOVER_TXT_110094,Yellow Flying Sheep,Mouton Volant Jaune
PROPMOVER_TXT_110095,Red Flying Sheep,Mouton Volant Rouge
PROPMOVER_TXT_110096,Purple Flying Sheep,Mouton Volant Violet
PROPMOVER_TXT_110097,Pink Flying Sheep,Mouton Volant Rose
PROPMOVER_TXT_110098,Black Flying Sheep,Mouton Volant Noir
PROPMOVER_TXT_110100,Silver Aibatt,Aibatt Argentés
PROPMOVER_TXT_110151,Purple Floating Oni,Oni Flottant Violet
PROPMOVER_TXT_110152,Blue Floating Oni,Oni Flottant Bleu
PROPMOVER_TXT_110153,Green Floating Oni,Oni Flottant Vert
PROPMOVER_TXT_110154,Red Floating Oni,Oni Flottant Rouge
PROPMOVER_TXT_110155,Ice Blue Floating Oni,Oni Flottant Bleu Glace
PROPMOVER_TXT_110156,Black Floating Oni,Oni Flottant Noir
PROPMOVER_TXT_110157,Orange Witch Cat,Chat Sorcier Orange
PROPMOVER_TXT_110158,Purple Witch Cat,Chat Sorcier Violet
PROPMOVER_TXT_110159,Green Witch Cat,Chat Sorcier Vert
PROPMOVER_TXT_110160,Red Witch Cat,Chat Sorcier Rouge
PROPMOVER_TXT_110161,Blue Witch Cat,Chat Sorcier Bleu
PROPMOVER_TXT_110162,White Witch Cat,Chat Sorcier Blanc
PROPMOVER_TXT_110163,Purple Phantocat,Chat-Fantôme Violet
PROPMOVER_TXT_110164,Blue Phantocat,Chat-Fantôme Bleu
PROPMOVER_TXT_110165,Green Phantocat,Chat-Fantôme Vert
PROPMOVER_TXT_110166,Black Phantocat,Chat-Fantôme Noir
PROPMOVER_TXT_110167,Red Phantocat,Chat-Fantôme Rouge
PROPMOVER_TXT_110168,White Phantocat,Chat-Fantôme Blanc
PROPMOVER_TXT_210093,Prismatic Cobra,Cobra Prismatique
PROPMOVER_TXT_210094,Twinstrike Cobra,Cobra Mutant
PROPMOVER_TXT_210095,Tanuki Enforcer,Tanuki Géant
PROPMOVER_TXT_210096,Tanuki Protector,Guerrier Tanuki Géant 
PROPMOVER_TXT_210097,Wildwood Stalker,Guerrier Tang
PROPMOVER_TXT_210098,Wildwood Chieftain,Chef Tang
PROPMOVER_TXT_210099,Beast King Khan,Remardda
PROPMOVER_TXT_210100,Small Kingster,Jeune Langoustroy
PROPMOVER_TXT_110101,Kingster,Langoustroy
PROPMOVER_TXT_110102,Captain Kingster,Capitaine Langoustroy
PROPMOVER_TXT_110103,Small Kraken,Jeune Craken
PROPMOVER_TXT_110104,Kraken,Craken
PROPMOVER_TXT_110105,Captain Kraken,Capitaine Craken
PROPMOVER_TXT_110106,Small Creper,Jeune Pincedure
PROPMOVER_TXT_110107,Creper,Pincedure
PROPMOVER_TXT_110108,Captain Creper,Capitaine Pincedure
PROPMOVER_TXT_110109,Small Naga,Jeune Nagaro
PROPMOVER_TXT_110110,Naga,Nagaro
PROPMOVER_TXT_110111,Captain Naga,Capitaine Nagaro
PROPMOVER_TXT_110112,Small Atrox,Jeune Artrox
PROPMOVER_TXT_110113,Atrox,Artrox
PROPMOVER_TXT_110114,Captain Atrox,Capitaine Artrox
PROPMOVER_TXT_110115,Small Okean,Jeune Okéan
PROPMOVER_TXT_110116,Okean,Okéan
PROPMOVER_TXT_110117,Captain Okean,Capitaine Okéan
PROPMOVER_TXT_110118,Small Tigar,Jeune Taiga
PROPMOVER_TXT_110119,Tigar,Taiga
PROPMOVER_TXT_110120,Captain Tigar,Capitaine Taiga
PROPMOVER_TXT_110121,Small Dorian,Jeune Dorian
PROPMOVER_TXT_110122,Dorian,Dorian
PROPMOVER_TXT_110123,Captain Dorian,Capitaine Dorian
PROPMOVER_TXT_110124,Small Meral,Jeune Merel
PROPMOVER_TXT_110125,Meral,Merel
PROPMOVER_TXT_110126,Captain Meral,Capitaine Merel
PROPMOVER_TXT_110127,Giant Kingster,Géant Langoustroy
PROPMOVER_TXT_110128,Giant Kraken,Géant Craken
PROPMOVER_TXT_110129,Giant Creper,Géant Pincedure
PROPMOVER_TXT_110130,Giant Naga,Géant Nagaro
PROPMOVER_TXT_110131,Giant Atrox,Géant Artrox
PROPMOVER_TXT_110132,Giant Okean,Géant Okéan
PROPMOVER_TXT_110133,Giant Tigar,Géant Taiga
PROPMOVER_TXT_110134,Giant Dorian,Géant Dorian
PROPMOVER_TXT_110135,Giant Meral,Géant Merel
PROPMOVER_TXT_110136,Violet Kingster,Langoustroy Pourpre
PROPMOVER_TXT_110137,Violet Kraken,Craken Pourpre
PROPMOVER_TXT_110138,Violet Creper,Pincedure Pourpre
PROPMOVER_TXT_110139,Violet Naga,Nagaro Pourpre
PROPMOVER_TXT_110140,Violet Atrox,Artrox Pourpre
PROPMOVER_TXT_110141,Violet Okean,Okéan Pourpre
PROPMOVER_TXT_110142,Violet Tigar,Taiga Pourpre
PROPMOVER_TXT_110143,Violet Dorian,Dorian Pourpre
PROPMOVER_TXT_110144,Violet Meral,Merel Pourpre
PROPMOVER_TXT_110145,Blue Flying Sheep,Mouton Volant Bleu
PROPMOVER_TXT_110146,Yellow Flying Sheep,Mouton Volant Jaune
PROPMOVER_TXT_110147,Red Flying Sheep,Mouton Volant Rouge
PROPMOVER_TXT_110148,Purple Flying Sheep,Mouton Volant Violet
PROPMOVER_TXT_110149,Pink Flying Sheep,Mouton Volant Rose
PROPMOVER_TXT_110150,Black Flying Sheep,Mouton Volant Noir
PROPMOVER_TXT_210151,Rainbow Race Officer,Organisateur de la Course Arc-en-ciel
PROPMOVER_TXT_210152,Water Totem Pole,Totem d'Eau
PROPMOVER_TXT_210153,Wind Totem Pole,Totem de Vent
PROPMOVER_TXT_210154,Earth Totem Pole,Totem de Terre
PROPMOVER_TXT_210155,Fire Totem Pole,Totem de Feu
PROPMOVER_TXT_210156,Electric Totem Pole,Totem de Foudre
PROPMOVER_TXT_210157,Twinstrike Den Mother,Mère du Repaire Mutante
PROPMOVER_TXT_210158,The Wilds Guard,Garde de Désiréa
PROPMOVER_TXT_210159,Pau Pau,Pau Pau
PROPMOVER_TXT_210160,Kammie,Kammie
PROPMOVER_TXT_210161,BoBu,BoBu
PROPMOVER_TXT_210162,Talus,Talus
PROPMOVER_TXT_210163,Inventor Remi,Inventeur Remi
PROPMOVER_TXT_210164,Sunny Pang,Sunny Pang
PROPMOVER_TXT_210165,'s Artifact,Artefact
PROPMOVER_TXT_210166,Tanuki Trainee,Stagiaire Tanuki
PROPMOVER_TXT_210167,Wildwood Shaman,Chamane Tang
PROPMOVER_TXT_001312,Charlie,Charlie
PROPMOVER_TXT_210168,Red Patrol Dog,Chien de Patrouille Rouge
PROPMOVER_TXT_210169,Purple Patrol Dog,Chien de Patrouille Violet
PROPMOVER_TXT_210170,Cyan Patrol Dog,Chien de Patrouille Cyan
PROPMOVER_TXT_210171,Blue Patrol Dog,Chien de Patrouille Bleu
PROPMOVER_TXT_210172,Black Patrol Dog,Chien de Patrouille Noir
PROPMOVER_TXT_210173,White Patrol Dog,Chien de Patrouille Blanc
PROPMOVER_TXT_110169,Wild Turkey,Dindon Sauvage
PROPMOVER_TXT_210174,Red Rolling Clown,Clown Rouge Roulant
PROPMOVER_TXT_210175,Purple Rolling Clown,Clown Violet Roulant
PROPMOVER_TXT_210176,Green Rolling Clown,Clown Vert Roulant
PROPMOVER_TXT_210177,Pink Rolling Clown,Clown Rose Roulant
PROPMOVER_TXT_210178,Blue Rolling Clown,Clown Bleu Roulant
PROPMOVER_TXT_210179,White Rolling Clown,Clown Blanc Roulant
PROPMOVER_TXT_001313,Thief Santa,Père Noël Voleur
PROPMOVER_TXT_001314,Santa,Père Noël
PROPMOVER_TXT_400001,Red Snowman,Bonhomme de Neige Rouge
PROPMOVER_TXT_400002,Purple Snowman,Bonhomme de Neige Violet
PROPMOVER_TXT_400003,Pink Snowman,Bonhomme de Neige Rose
PROPMOVER_TXT_400004,Green Snowman,Bonhomme de Neige Vert
PROPMOVER_TXT_400005,Blue Snowman,Bonhomme de Neige Bleu
PROPMOVER_TXT_400006,Black Snowman,Bonhomme de Neige Noir
PROPMOVER_TXT_400007,Red Snowy Cat,Chat Neigeux Rouge
PROPMOVER_TXT_400008,Pink Snowy Cat,Chat Neigeux Rose
PROPMOVER_TXT_400009,Green Snowy Cat,Chat Neigeux Vert
PROPMOVER_TXT_400010,Blue Snowy Cat,Chat Neigeux Bleu
PROPMOVER_TXT_400011,Purple Snowy Cat,Chat Neigeux Violet
PROPMOVER_TXT_400012,Black Snowy Cat,Chat Neigeux Noir
PROPMOVER_TXT_400013,Blue Wonderful Dog,Chien Merveilleux Bleu
PROPMOVER_TXT_400014,Pink Wonderful Dog,Chien Merveilleux Rose
PROPMOVER_TXT_400015,Green Wonderful Dog,Chien Merveilleux Vert
PROPMOVER_TXT_400016,Yellow Wonderful Dog,Chien Merveilleux Jaune
PROPMOVER_TXT_400017,Purple Wonderful Dog,Chien Merveilleux Violet
PROPMOVER_TXT_400018,Red Wonderful Dog,Chien Merveilleux Rouge
PROPMOVER_TXT_001316,Guest Book,Livre d'Or
PROPMOVER_TXT_001315,Kalgas,Kalgas
PROPMOVER_TXT_001317,Artifact,Artefact
PROPMOVER_TXT_400019,Brown Cub,Ourson Marron
PROPMOVER_TXT_400020,Purple Cub,Ourson Violet
PROPMOVER_TXT_400021,Blue Cub,Ourson Bleu
PROPMOVER_TXT_400022,Green Cub,Ourson Vert
PROPMOVER_TXT_400023,White Cub,Ourson Blanc
PROPMOVER_TXT_400024,Black Cub,Ourson Noir
PROPMOVER_TXT_400025,Event Greemong,Greemong Événement
PROPMOVER_TXT_400200,[Event] Giant Wagsaac,[Événement] Wagsaac Géant
PROPMOVER_TXT_400201,[Event] Giant Jack the Hammer,[Événement] Jack le Marteau Géant
PROPMOVER_TXT_400202,[Event] Giant Bucrow,[Événement] Bucrow Géant
PROPMOVER_TXT_400203,[Event] Giant Totemia,[Événement] Totemia Géant
PROPMOVER_TXT_400204,[Event] Giant Wheelem,[Événement] Wheelem Géant
PROPMOVER_TXT_400205,[Event] Giant Hoppre,[Événement] Hoppre Géant
PROPMOVER_TXT_400206,[Event] Giant Mushpoie,[Événement] Mushpoie Géant
PROPMOVER_TXT_400207,[Event] Giant Watangka,[Événement] Watangka Géant
PROPMOVER_TXT_400208,[Event] Giant Fafnir,[Événement] Fafnir Géant
PROPMOVER_TXT_400209,[Event] Giant Gorruda,[Événement] Gorruda Géant
PROPMOVER_TXT_400210,[Event] Giant Medumet,[Événement] Medumet Géant
PROPMOVER_TXT_400211,[Event] Glacial Augu,[Événement] Augu Glacial
PROPMOVER_TXT_400212,[Event] Ghost of the forgotten Overlord,[Événement] Fantôme du Souverain Oublié
PROPMOVER_TXT_400213,[Event] Giant Asuras,[Événement] Asuras Géant
PROPMOVER_TXT_400214,[Event] Giant Tigar,[Événement] Tigar Géant
PROPMOVER_TXT_400215,[Event] Captain Flybat,[Événement] Capitaine Flybat
PROPMOVER_TXT_400216,[Event] Mr. Pumpkin,[Événement] Monsieur Citrouille
PROPMOVER_TXT_400217,[Event] Dumb Bull,[Événement] Taureau Bête
PROPMOVER_TXT_400218,[Event] Scorpicon,[Événement] Scorpicon
PROPMOVER_TXT_400219,[Event] Wheelem,[Événement] Wheelem
PROPMOVER_TXT_400220,[Event] Steel Knight,[Événement] Chevalier d'Acier
PROPMOVER_TXT_400221,[Event] Driller,[Événement] Foreur
PROPMOVER_TXT_400222,[Event] Captian Volt,[Événement] Capitaine Volt
PROPMOVER_TXT_400223,[Event] Greemong,[Événement] Greemong
PROPMOVER_TXT_400224,[Event] Iren,[Événement] Iren
PROPMOVER_TXT_400225,[Event] Watangka,[Événement] Watangka
PROPMOVER_TXT_400226,[Event] Small Antiquery,[Événement] Petit Antiquery
PROPMOVER_TXT_400227,[Event] Antiquery,[Événement] Antiquery
PROPMOVER_TXT_400228,[Event] Luia,[Événement] Luia
PROPMOVER_TXT_400229,[Event] Small Gongury,[Événement] Petit Gongury
PROPMOVER_TXT_400230,[Event] Harpy,[Événement] Harpie
PROPMOVER_TXT_400231,[Event] Kern,[Événement] Kern
PROPMOVER_TXT_400232,[Event] Small Medumet,[Événement] Petit Medumet
PROPMOVER_TXT_400233,[Event] Yetti,[Événement] Yetti
PROPMOVER_TXT_400234,[Event] Small Dantalian,[Événement] Petit Dantalian
PROPMOVER_TXT_400235,[Event] Mutant Augu,[Événement] Augu Mutant
PROPMOVER_TXT_400236,[Event] Ghost of the forgotten king,[Événement] Fantôme du Roi Oublié
PROPMOVER_TXT_400237,[Event] Small Asuras,[Événement] Petit Asuras
PROPMOVER_TXT_400238,[Event] Mammoth,[Événement] Mammouth
PROPMOVER_TXT_400239,[Event] Asuras,[Événement] Asuras
PROPMOVER_TXT_400240,[Event] Cannibal Mammoth,[Événement] Mammouth Cannibale
PROPMOVER_TXT_400241,[Event] Meral,[Événement] Meral
PROPMOVER_TXT_400026,Blue Pixel Rabbit,Lapin Pixel Bleu
PROPMOVER_TXT_400027,Red Pixel Rabbit,Lapin Pixel Rouge
PROPMOVER_TXT_400028,Green Pixel Rabbit,Lapin Pixel Vert
PROPMOVER_TXT_400029,Pink Pixel Rabbit,Lapin Pixel Rose
PROPMOVER_TXT_400030,Purple Pixel Rabbit,Lapin Pixel Violet
PROPMOVER_TXT_400031,Yellow Pixel Rabbit,Lapin Pixel Jaune
PROPMOVER_TXT_001319,[Event] Leyena,[Événement] Leyena
PROPMOVER_TXT_001321,[Event] Giant Kraken,[Événement] Kraken Géant
PROPMOVER_TXT_400032,[Event] Giggle Box,[Événement] Boîte Rieuse
PROPMOVER_TXT_400033,[Event] Violet Giggle Box,[Événement] Boîte Rieuse Violette
PROPMOVER_TXT_400034,Fox Spirit,Esprit Renard
PROPMOVER_TXT_400035,Ninja Toad,Crapaud Ninja
PROPMOVER_TXT_400036,Steambot,Steambot
PROPMOVER_TXT_400037,White Lion,Lion Blanc
PROPMOVER_TXT_400038,Phio,Phio
PROPMOVER_TXT_400242,Black Anniversary Cat,Chat Anniversaire Noir
PROPMOVER_TXT_400243,Purple Anniversary Cat,Chat Anniversaire Violet
PROPMOVER_TXT_400244,Pink Anniversary Cat,Chat Anniversaire Rose
PROPMOVER_TXT_400245,Green Anniversary Cat,Chat Anniversaire Vert
PROPMOVER_TXT_400246,Cyan Anniversary Cat,Chat Anniversaire Cyan
PROPMOVER_TXT_400247,Blue Anniversary Cat,Chat Anniversaire Bleu
PROPMOVER_TXT_400248,White Anniversary Cat,Chat Anniversaire Blanc
PROPMOVER_TXT_400249,Lord Trangfoma,Lord Trangfoma
PROPMOVER_TXT_400250,Shadow of Clockworks,Ombre des Engrenages
PROPMOVER_TXT_400251,Blue Magical Toad,Crapaud Magique Bleu
PROPMOVER_TXT_400252,Pink Magical Toad,Crapaud Magique Rose
PROPMOVER_TXT_400253,Orange Magical Toad,Crapaud Magique Orange
PROPMOVER_TXT_400254,Green Magical Toad,Crapaud Magique Vert
PROPMOVER_TXT_400255,Red Magical Toad,Crapaud Magique Rouge
PROPMOVER_TXT_400256,Dark Magical Toad,Crapaud Magique Sombre
PROPMOVER_TXT_400258,[Event] Creper,[Événement] Crêper
PROPMOVER_TXT_400259,[Event] Violet Creper,[Événement] Crêper Violet
